 id    type   Ptrue     P1      P2       Pi1      Pi2
 O_00496   O   182.88   182.48   363.64   182.81   364.96
 O_00497   O   208.59   209.64   133.69   209.64   193.05
 O_00498   O   196.39   196.85   462.96   195.69   212.77
 O_00499   O   107.04   106.50   350.88   105.82  1111.11
 O_00500   O   138.74   138.50   221.24   140.84   132.10
 O_00501   O   277.01   278.55   185.87   278.55   370.37
 O_00502   O   271.74   269.54   358.42   268.82   239.23
 O_00503   O   389.26   221.24   393.70   221.24   393.70
 O_00504   O   254.71   255.75   290.70   255.75   290.70
 O_00505   O   221.78   371.75   564.97  1123.60   561.80
 O_00506   O   163.40   163.93   113.12   164.20   176.06
 O_00507   O   182.88   179.53   361.01   344.83   173.61
 O_00508   O   376.79   375.94  1149.43   373.13   552.49
 O_00509   O   792.39   781.25  1492.54   781.25   588.24
 O_00510   O   175.04   175.44   113.64   175.75   113.38
 O_00511   O   120.69   120.48   127.55   120.63   127.55
 O_00512   O   208.59   209.64   134.95   210.08   380.23
 O_00513   O   177.15   177.94   307.69   175.75   304.88
 O_00514   O   208.51   132.63   207.04   229.36   132.80
 O_00515   O   245.70   246.91   140.25   244.50   143.06
 O_00516   O   256.21   254.45  1020.41   245.10   531.91
 O_00517   O   425.53   429.18   578.03   427.35   195.69
 O_00518   O   340.02   338.98   118.62   333.33   118.91
 O_00519   O   217.11   216.92   189.04   216.45   500.00
 O_00520   O   207.08   205.34   132.80   216.45   135.87
 O_00521   O   182.88   182.48   363.64   182.15   364.96
 O_00522   O   108.60   108.58   120.92   108.70   104.06
 O_00523   O   245.88   247.52  1030.93   266.67   247.53
 O_00524   O   224.12   224.72   251.26   224.72   251.26
 O_00525   O   202.72   205.34   362.32   202.84   361.01
 O_00526   O   120.69   120.77   177.94   127.55   120.77
 O_00527   O   146.80   142.45   102.56   141.84   101.73
 O_00528   O   409.50   408.16   210.08   409.84   598.80
 O_00529   O   634.92   645.16  1075.27   645.16  1075.27
 O_00530   O   148.02   147.71   105.49   105.48   147.49
 O_00531   O   172.00   172.12   324.68   172.12   371.75
 O_00532   O   263.37   262.47   153.61   263.16   144.93
 O_00533   O   231.00   229.36   588.24   228.31   581.39
 O_00534   O   191.06   191.57   125.16   177.94   123.92
 O_00535   O   193.16   190.84   125.79   187.27   121.36
 O_00536   O   163.40   163.67   145.56   163.67   145.14
 O_00537   O   376.79   374.53   185.87   374.53   444.44
 O_00538   O   607.53   598.80   431.03   900.90   584.79
 O_00539   O   277.01   271.74   322.58   271.00   320.51
 O_00540   O   188.79   189.75   381.68   189.75   381.68
 O_00541   O   153.87   153.37   108.34   153.37   164.20
 O_00542   O   208.59   210.53   487.80   207.90   480.77
 O_00543   O   319.69   490.20   201.21   487.81   666.67
 O_00544   O   178.28   179.21   290.70   179.21   291.55
 O_00545   O   146.80   146.84   136.61   146.84   136.99
 O_00546   O   182.75   182.48   122.70   182.48   199.60
 O_00547   O   376.36   188.32   378.79   189.04   380.23
 O_00548   O   119.55   119.47   175.75   119.47   175.13
 O_00549   O   263.37   262.47   237.53   262.47   236.41
 O_00550   O   108.60   108.70   155.04   108.81   154.80
 O_00551   O   389.26   187.97   215.98   206.61   442.48
 O_00552   O   169.21   335.57   167.79   335.57   167.78
 O_00553   O   127.67   127.88   195.69   128.04   135.69
 O_00554   O   202.72   203.67   460.83   204.08   458.72
 O_00555   O   229.99   231.48   209.21   231.48   209.21
 O_00556   O   270.42   272.48   310.56   273.22   312.50
 O_00557   O   171.88   170.65   117.23   114.94   170.94
 O_00558   O   255.30   254.45   150.83   253.16   549.45
 O_00559   O   412.20   409.84   133.33   408.16   133.69
 O_00560   O   221.78   222.22   561.80   222.22   543.48
 O_00561   O   247.77   246.91   740.74   259.07  1010.10
 O_00562   O   388.35   392.16   194.17   393.70   193.80
 O_00563   O   182.88   181.82   362.32   181.82   362.32
 O_00564   O   169.21   168.92   306.75   169.21   303.03
 O_00565   O   376.08   362.32   529.10   341.30   523.56
 O_00566   O   206.40   206.19   193.42   200.00   387.60
 O_00567   O   254.39   254.45   847.46   254.45   227.79
 O_00568   O   232.29   232.02   143.27   231.48   578.03
 O_00569   O   209.21   208.77   133.16   208.33   458.72
 O_00570   O   178.28   179.53   349.65   184.84   171.82
 O_00571   O   607.53   606.06   781.25   813.01   595.24
 O_00572   O   261.44   261.78   293.26   261.10   294.12
 O_00573   O   409.50   416.67   375.94   425.53   364.96
 O_00574   O   245.88   246.31   279.33   246.31   278.55
 O_00575   O   171.76   172.12   117.51   172.41   117.65
 O_00576   O   249.00   304.88   254.45   303.03   255.75
 O_00577   O   197.75   202.43   342.47   205.34   210.53
 O_00578   O   792.39   793.65   233.64   877.19   226.24
 O_00579   O   376.36   378.79   323.62   384.62   325.73
 O_00580   O   376.36   383.14   189.04   383.14   189.39
 O_00581   O   255.30   253.81  1010.10   253.16  1020.41
 O_00582   O   323.10   327.87   173.31   335.57  1086.96
 O_00583   O   607.53   609.76   900.90   595.24   787.40
 O_00584   O   172.00   172.12   320.51   171.82   318.47
 O_00585   O   675.22   645.16   735.29   769.23   250.63
 O_00586   O   205.72   205.34   131.23   205.34   131.06
 O_00587   O   201.74   200.40   444.44   416.67   207.04
 O_00588   O   200.08   200.00   434.78   200.00   139.47
 O_00589   O   254.71   256.41   230.41   256.41   230.41
 O_00590   O   174.19   173.91   327.87   173.61   328.95
 O_00591   O   204.79   203.25   221.24   203.25   222.72
 O_00592   O   153.87   153.61   108.58   153.61   108.58
 O_00593   O   217.11   216.92   236.97   216.92   237.53
 O_00594   O   203.62   202.84   130.72   203.25   131.41
 O_00595   O   246.79   246.31   147.06   110.38   157.48
 O_00596   O   160.67   161.03   112.49   161.03   119.76
 O_00597   O   222.82   223.21   389.11   224.22   387.60
 O_00598   O   243.19   242.72   657.89   242.72   272.48
 O_00599   O   107.04   105.49   129.70   127.88   495.05
 O_00600   O   431.59   434.78   196.85   209.21   418.41
 O_00601   O   161.81   161.81   283.29   161.81   283.29
 O_00602   O   371.88   186.57   375.94   187.27   374.53
 O_00603   O   361.66   354.61   173.61   354.61   173.61
 O_00604   O   271.52   340.14   273.22   337.84   278.55
 O_00605   O   197.75   136.99   198.81   136.99   215.52
 O_00606   O   172.00   168.63   116.41   167.22   114.81
 O_00607   O   171.88   171.82   315.46   171.53   315.46
 O_00608   O   163.40   163.93   328.95   163.93   330.03
 O_00609   O   167.50   166.67   114.94   166.39   155.28
 O_00610   O   169.21   169.78   312.50   311.53   169.78
 O_00611   O   203.79   205.34   662.25   204.92   409.84
 O_00612   O   150.92   150.38   249.38   149.93   251.26
 O_00613   O   215.01   213.22   134.41   213.22   134.77
 O_00614   O   319.69   316.46   909.09   317.46   172.71
 O_00615   O   174.43   173.31   327.87   172.71   327.87
 O_00616   O   119.55   118.76   181.16   118.77   181.16
 O_00617   O   209.21   208.77   462.96   208.77   458.72
 O_00618   O   174.19   174.22   327.87   174.82   326.80
 O_00619   O   334.11   336.70   295.86   336.70   295.86
 O_00620   O   202.18   202.43   444.44   202.43   442.48
 O_00621   O   193.16   192.68   328.95   192.31   325.73
 O_00622   O   205.72   207.47   512.82   204.50   529.10
 O_00623   O   266.52   265.96   155.76   265.96   155.76
 O_00624   O   113.46   113.51   163.67   113.64   163.13
 O_00625   O   200.08   200.00   130.55   200.00   130.55
 O_00626   O   182.48   183.15   169.78   183.15   169.78
 O_00627   O   223.21   223.21   387.60   223.21   378.79
 O_00628   O   241.31   199.20   240.38   200.00   239.23
 O_00629   O   212.50   515.46   215.98   507.61   769.23
 O_00630   O   160.67   161.03   112.61   161.03   173.61
 O_00631   O   165.89   165.56   305.81   309.60   327.87
 O_00632   O   762.78   806.45   462.96   781.25   448.43
 O_00633   O   409.50   408.16   139.47   408.16   312.50
 O_00634   O   160.67   160.77   111.98   160.77   177.62
 O_00635   O   245.88   729.93   245.70  1086.96   729.93
 O_00636   O   174.19   174.52   118.91   174.82   113.77
 O_00637   O   239.52   239.81   714.29   239.81   211.86
 O_00638   O   148.02   147.71   131.93   146.41   132.28
 O_00639   O   197.75   194.55   128.21   189.39   358.42
 O_00640   O   266.31   260.42   578.03   256.41   156.25
 O_00641   O   222.82   223.21   444.44   223.21   202.84
 O_00642   O   203.79   204.08   240.96   204.08   179.53
 O_00643   O   227.07   228.31   456.62   456.62   228.31
 O_00644   O   277.01   277.01   158.73   277.01   247.53
 O_00645   O   127.60   127.55   216.45   127.23   187.97
 O_00646   O   206.40   204.92   510.20   203.25   216.92
 O_00647   O   161.68   160.00   271.00   274.73   160.00
 O_00648   O   208.99   213.22   555.56   219.78   534.76
 O_00649   O   182.88   182.15   364.96   182.15   364.96
 O_00650   O   376.08   380.23   349.65   381.68   343.64
 O_00651   O   350.14   350.88   180.83   352.11   181.16
 O_00652   O   323.10   322.58   450.45   322.58   446.43
 O_00653   O   254.71   255.10   143.88   255.10   230.41
 O_00654   O   153.87   153.14   146.63   150.38   302.12
 O_00655   O   127.60   127.39   193.80   127.39   193.05
 O_00656   O   209.21   209.21   478.47   209.21   473.93
 O_00657   O   350.14   348.43   174.22   349.65   175.44
 O_00658   O   256.21   256.41   234.19   257.73   233.10
 O_00659   O   203.50   204.92   129.37   204.50   406.50
 O_00660   O   263.37   262.47   934.58   263.16   235.29
 O_00661   O   218.29   217.39   398.41   217.39   398.41
 O_00662   O   161.68   161.29   173.61   161.29   172.71
 O_00663   O   201.74   202.02   448.43   202.84   448.43
 O_00664   O   229.99   231.48   636.94   232.02   257.73
 O_00665   O   330.25   328.95   170.94   314.46   336.70
 O_00666   O   130.38   130.21   104.38   130.21   118.91
 O_00667   O   175.04   119.33   175.44   119.19   175.75
 O_00668   O   447.83   448.43   746.27   247.53   448.43
 O_00669   O   245.88   246.31   207.90   246.91   205.76
 O_00670   O   130.38   129.87   200.80   129.87   219.30
 O_00671   O   201.74   202.84   186.92   202.84   186.92
 O_00672   O   249.00   140.65   249.38   140.65   250.00
 O_00673   O   120.69   120.48   174.83   123.61   180.50
 O_00674   O   191.06   190.11   166.11   189.04   507.61
 O_00675   O   382.26   381.68   189.75   191.21   386.10
 O_00676   O   172.65   251.26   497.51   505.05   253.16
 O_00677   O   334.11   330.03   284.90   326.80   392.16
 O_00678   O   564.97   362.32   178.57   363.64   167.50
 O_00679   O   319.69   315.46   169.49   316.46   746.27
 O_00680   O   103.56   103.63   144.09   103.95   144.93
 O_00681   O   146.80   146.63   156.49   146.63   156.50
 O_00682   O   222.82   223.71   159.49   223.71   140.45
 O_00683   O   204.79   132.10   141.04   141.04   132.45
 O_00684   O   179.12   177.62   347.22   344.83   177.62
 O_00685   O   266.52   263.16   232.56   245.70   526.32
 O_00686   O   212.50   212.77   238.10   213.22   237.53
 O_00687   O   203.79   203.25   188.32   203.25   187.62
 O_00688   O   231.80   232.02   202.84   207.04   239.81
 O_00689   O   231.00   230.41   142.05   230.41   617.28
 O_00690   O   164.80   234.74   293.26   358.42   235.85
 O_00691   O   226.19   225.23   140.65   225.73   452.49
 O_00692   O   142.63   142.86   235.85   142.04   200.40
 O_00693   O   203.79   203.67   179.21   200.80   178.89
 O_00694   O   179.12   179.86   284.90   271.74   168.07
 O_00695   O   256.21   257.07   229.89   257.07   229.88
 O_00696   O   239.52   238.10   471.70   237.53   467.29
 O_00697   O   229.99   230.41   210.08   460.83   209.21
 O_00698   O   334.11   332.23   112.36   328.95   112.23
 O_00699   O   161.68   161.03   286.53   161.03   187.97
 O_00700   O   232.29   232.02   628.93   232.56   632.91
 O_00701   O   130.38   130.72   202.02   131.06   149.70
 O_00702   O   182.75   183.15   314.47   186.57   182.48
 O_00703   O   143.97   143.47   103.95   143.47   229.36
 O_00704   O   412.20   404.86   332.23   346.02  1075.27
 O_00705   O   358.81   355.87   182.82   354.61   183.82
 O_00706   O   390.47   396.83   341.30   396.82   337.84
 O_00707   O   231.80   231.48   208.33   232.02   208.77
 O_00708   O   376.36   380.23   188.68   380.23   327.87
 O_00709   O   217.11   216.92   406.50   215.98   416.67
 O_00710   O   193.16   193.42   209.21   193.42   210.53
 O_00711   O   431.59   432.90   150.60   446.43   147.71
 O_00712   O   249.00   248.76   149.25   249.38   149.03
 O_00713   O   163.64   197.24   117.10   118.34   201.61
 O_00714   O   376.79   377.36   444.44   377.36   444.44
 O_00715   O   389.26   378.79   305.81   371.75   303.95
 O_00716   O   130.38   130.89   103.41   130.21   102.14
 O_00717   O   212.50   217.86   145.77   217.87   145.77
 O_00718   O   205.38   204.50   362.32   204.08   364.96
 O_00719   O   130.38   130.55   202.02   130.72   101.42
 O_00720   O   171.76   340.14   169.78   340.14   169.78
 O_00721   O   361.66   362.32   182.15   362.32   309.60
 O_00722   O   148.02   148.37   106.27   148.59   107.76
 O_00723   O   223.21   226.76   438.60   226.76   438.60
 O_00724   O   376.79   373.13   186.22   373.13   185.53
 O_00725   O   358.81   359.71   273.97   359.71   314.46
 O_00726   O   232.29   229.89   689.66   243.31  1086.96
 O_00727   O   227.07   456.62   228.31   456.62   228.31
 O_00728   O   143.57   143.47   103.31   143.47   135.50
 O_00729   O   205.72   205.76   177.94   177.94   204.92
 O_00730   O   182.88   182.15   359.71   182.15   363.64
 O_00731   O   277.01   276.24   317.46   276.24   316.46
 O_00732   O   376.36   375.94   505.05   381.68   348.43
 O_00733   O   169.90   169.78   311.53   169.49   311.53
 O_00734   O   279.56   280.90   160.26   280.90   124.53
 O_00735   O   159.64   159.24   342.47   166.11   333.33
 O_00736   O   239.52   240.38   724.64   240.38   724.64
 O_00737   O   249.00   249.38   751.88   249.38   757.58
 O_00738   O   174.43   174.22   398.41   173.01   312.50
 O_00739   O   334.11   331.13   174.83   328.95   174.52
 O_00740   O   249.00   249.38   225.23   225.73   248.76
 O_00741   O   176.55   176.68   120.05   176.37   120.05
 O_00742   O   277.01   279.33   164.47   165.56   280.11
 O_00743   O   229.99   230.41   462.96   462.96   209.21
 O_00744   O   333.44   332.23   195.31   343.64  1000.00
 O_00745   O   109.23   108.81   153.85   108.70   153.85
 O_00746   O   201.74   202.02   186.22   202.43   185.53
 O_00747   O   179.12   179.21   358.42   178.89   357.14
 O_00748   O   108.60   108.70   153.14   109.65   342.47
 O_00749   O   281.61   338.98   287.36   337.84   287.36
 O_00750   O   163.64   163.93   114.03   163.93   176.37
 O_00751   O   179.12   180.18   359.71   179.21   162.60
 O_00752   O   221.78   222.72   436.68   203.67   436.68
 O_00753   O   103.56   103.52   142.65   103.63   354.61
 O_00754   O   389.26   387.60   189.39   389.11   462.96
 O_00755   O   150.92   149.93   255.10   153.85   259.74
 O_00756   O   256.21   253.16   316.46   308.64   252.53
 O_00757   O   201.74   201.61   221.73   202.02   221.24
 O_00758   O   153.87   153.85   108.81   154.08   108.70
 O_00759   O   146.80   146.84   529.10   515.46   146.63
 O_00760   O   299.58   301.20   350.88   302.12   349.65
 O_00761   O   160.67   161.29   277.78   280.11  1123.60
 O_00762   O   119.98   119.90   177.30   119.76   113.12
 O_00763   O   281.61   284.90   990.10   284.90   990.10
 O_00764   O   171.76   173.31   343.64   367.65   183.15
 O_00765   O   209.12   495.05   210.53   471.70   680.27
 O_00766   O   340.02   344.83   237.53   357.14   460.83
 O_00767   O   271.52   269.54   309.60   269.54   307.69
 O_00768   O   163.64   163.67   113.51   163.93   113.64
 O_00769   O   376.08   375.94   317.46   318.47   375.94
 O_00770   O   146.26   145.77   240.38   145.99   240.96
 O_00771   O   277.01   275.48   328.95   276.24  1020.41
 O_00772   O   141.24   142.05   552.49   141.04   476.19
 O_00773   O   334.11   330.03   182.15   330.03   182.15
 O_00774   O   152.25   153.14   173.31   154.80   300.30
 O_00775   O   169.21   170.36   116.82   171.82   198.81
